objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23765E+18,171.2794518,-1.666351616,17.86124,16.70618,16.30255,16.15607,16.09617,1140,301,5,123,3.6401E+18,STAR,0.000118588,3233,54891,251
1.23765E+18,171.2825869,-1.741056944,19.57209,18.66038,18.29485,18.11563,18.09745,1140,301,5,123,3.64011E+18,STAR,-9.37E-05,3233,54891,259
1.23765E+18,171.3287433,-1.759006603,19.58683,19.33624,18.70057,18.49169,18.39603,1140,301,5,123,3.67148E+17,GALAXY,0.5193141,326,52375,382
1.23765E+18,171.4356049,-1.628427565,19.21818,18.27535,17.97881,17.86296,17.81514,1140,301,5,124,4.2494E+18,STAR,0.000307898,3774,55244,936
1.23765E+18,171.4852673,-1.612343452,18.5988,17.42717,16.91915,16.71218,16.60089,1140,301,5,124,3.6401E+18,STAR,0.000251575,3233,54891,246
1.23765E+18,171.4349707,-1.713872246,19.2846,18.41819,18.09091,17.96928,17.97007,1140,301,5,124,3.6401E+18,STAR,-2.86E-05,3233,54891,248
1.23765E+18,171.4430576,-1.744339549,19.35172,17.48921,16.53237,16.11364,15.75817,1140,301,5,124,3.67163E+17,GALAXY,0.09917942,326,52375,435
1.23765E+18,171.4714833,-1.760300504,19.32102,18.42561,18.16963,18.07747,18.05392,1140,301,5,124,3.6401E+18,STAR,-0.000393758,3233,54891,253
1.23765E+18,171.4740902,-1.701197862,18.8406,17.87203,17.33263,16.95438,16.75837,1140,301,5,124,3.67171E+17,GALAXY,0.073873,326,52375,464
1.23765E+18,171.6694567,-1.693796295,16.49226,15.15781,14.57813,14.21613,14.00485,1140,301,5,125,3.6717E+17,GALAXY,0.0464054,326,52375,461
1.23765E+18,171.5853541,-1.618243882,18.35952,17.1764,16.67076,16.36164,16.14229,1140,301,5,125,3.67172E+17,GALAXY,0.04700733,326,52375,468
1.23765E+18,171.6383166,-1.636286217,18.12324,16.425,15.60429,15.1953,14.88612,1140,301,5,125,3.67173E+17,GALAXY,0.04587778,326,52375,470
1.23765E+18,171.6385153,-1.692256638,19.42485,17.60938,16.6069,16.05937,15.67408,1140,301,5,125,3.67172E+17,GALAXY,0.0462219,326,52375,467
1.23765E+18,171.6402249,-1.661095238,18.27678,16.45095,15.58895,15.16366,14.83655,1140,301,5,125,3.6717E+17,GALAXY,0.04578008,326,52375,462
1.23765E+18,171.7200123,-1.784614056,18.90334,17.01681,16.10231,15.66007,15.31966,1140,301,5,126,3.67171E+17,GALAXY,0.04447755,326,52375,463
1.23765E+18,171.7508237,-1.666823508,18.66001,17.34741,16.85736,16.57262,16.36939,1140,301,5,126,3.67171E+17,GALAXY,0.0464954,326,52375,465
1.23765E+18,171.7597506,-1.689546908,18.9447,17.33,16.47282,16.04489,15.74978,1140,301,5,126,3.67172E+17,GALAXY,0.09604219,326,52375,469
1.23765E+18,171.8768711,-1.633869463,18.71233,18.11552,18.08501,18.17543,18.29913,1140,301,5,127,4.2662E+18,STAR,-5.02E-05,3789,55269,605
1.23765E+18,171.8691513,-1.597018699,18.75684,17.4161,16.80049,16.43769,16.20769,1140,301,5,127,3.67177E+17,GALAXY,0.07362393,326,52375,485
1.23765E+18,172.0218007,-1.805943597,19.43433,18.36938,18.29519,18.32838,18.37117,1140,301,5,128,3.64007E+18,STAR,0.000751369,3233,54891,138
1.23765E+18,172.0273901,-1.672211958,17.85862,16.72318,16.38669,16.12047,15.98661,1140,301,5,128,3.67183E+17,GALAXY,0.05062586,326,52375,509
1.23765E+18,172.1435587,-1.629571738,16.90785,15.0044,14.10337,13.65961,13.29749,1140,301,5,128,3.67194E+17,GALAXY,0.04252233,326,52375,547
1.23765E+18,172.1418065,-1.801873124,19.07252,17.65769,16.85926,16.43171,16.158,1140,301,5,128,3.67182E+17,GALAXY,0.1048111,326,52375,506
1.23765E+18,172.1853163,-1.72115919,18.32295,17.30176,16.82865,16.64511,16.57886,1140,301,5,129,3.64007E+18,STAR,1.08E-05,3233,54891,128
1.23765E+18,172.228982,-1.697249585,17.55735,16.1935,15.63134,15.40423,15.28214,1140,301,5,129,3.64006E+18,STAR,0.000548863,3233,54891,92
1.23765E+18,172.2905984,-1.711687091,17.32362,15.39717,14.51591,14.10162,13.78616,1140,301,5,129,3.67192E+17,GALAXY,0.04507047,326,52375,542
1.23765E+18,172.1645131,-1.652456433,18.88451,17.79866,17.33333,17.02881,16.84475,1140,301,5,129,3.67192E+17,GALAXY,0.1040311,326,52375,541
1.23765E+18,172.2524904,-1.603332656,19.53276,18.18473,17.39217,17.00557,16.7134,1140,301,5,129,3.67193E+17,GALAXY,0.1047659,326,52375,544
1.23765E+18,172.2908437,-1.768028233,18.95454,17.73131,17.21437,16.93792,16.74145,1140,301,5,129,3.67196E+17,GALAXY,0.04323379,326,52375,554
1.23765E+18,172.3247111,-1.708011932,16.61613,15.26289,14.55272,14.12333,13.7996,1140,301,5,130,3.67193E+17,GALAXY,0.04280156,326,52375,545
1.23765E+18,172.3637709,-1.746921468,16.97701,15.00958,14.12446,13.71308,13.40691,1140,301,5,130,3.67196E+17,GALAXY,0.04299891,326,52375,556
1.23765E+18,172.3878903,-1.668989917,18.95564,17.44995,16.82592,16.58604,16.45495,1140,301,5,130,3.64006E+18,STAR,0.00033368,3233,54891,93
1.23765E+18,172.4190621,-1.792795703,18.22377,17.26962,16.94795,16.84682,16.82217,1140,301,5,130,3.64006E+18,STAR,0.000229452,3233,54891,87
1.23765E+18,172.432933,-1.631183187,18.44306,18.49222,18.1361,18.05167,18.07026,1140,301,5,130,3.67194E+17,QSO,1.293924,326,52375,549
1.23765E+18,172.3411951,-1.76921056,18.84724,17.9925,17.58609,17.21618,17.14507,1140,301,5,130,3.67193E+17,GALAXY,0.09462468,326,52375,546
1.23765E+18,172.411193,-1.808773982,19.53834,17.45543,16.33031,15.90916,15.55498,1140,301,5,130,3.68263E+17,GALAXY,0.1219203,327,52294,342
1.23765E+18,172.5804912,-1.736260542,19.1849,17.57651,16.92769,16.64034,16.49055,1140,301,5,131,3.64005E+18,STAR,0.000174278,3233,54891,51
1.23765E+18,172.543945,-1.723151058,18.86902,17.47062,16.79427,16.37015,16.09595,1140,301,5,131,3.67208E+17,GALAXY,0.09462173,326,52375,597
1.23765E+18,172.651274,-1.625315354,18.70841,17.54517,17.07199,16.87029,16.78082,1140,301,5,132,3.68258E+17,STAR,0.00038423,327,52294,322
1.23765E+18,172.6507473,-1.720764276,17.76512,16.25688,15.62708,15.34574,15.20553,1140,301,5,132,3.64005E+18,STAR,0.000240924,3233,54891,52
1.23765E+18,172.7358969,-1.640564573,17.87404,16.65859,16.1382,15.9065,15.78552,1140,301,5,132,3.64005E+18,STAR,0.001345989,3233,54891,70
1.23765E+18,172.7433767,-1.622885224,18.79134,17.5428,17.09357,16.94,16.88638,1140,301,5,132,3.68262E+17,STAR,-0.000178487,327,52294,339
1.23765E+18,172.6657904,-1.611608486,18.80654,17.44922,16.76128,16.33058,16.06673,1140,301,5,132,3.67208E+17,GALAXY,0.09435696,326,52375,600
1.23765E+18,149.3299016,0.690806111,18.6255,17.5084,17.03242,16.68719,16.53286,756,301,5,224,3.01857E+17,GALAXY,0.08633437,268,51633,421
1.23765E+18,149.3376803,0.814933791,19.14583,17.81016,17.24112,16.93485,16.68197,756,301,5,224,3.01852E+17,GALAXY,0.03853054,268,51633,403
1.23765E+18,149.3870214,0.667854851,18.36675,17.31427,16.70475,16.22034,16.00477,756,301,5,224,3.0187E+17,GALAXY,0.08699062,268,51633,470
1.23765E+18,149.430258,0.689940245,17.55132,16.07058,15.32903,14.90121,14.61607,756,301,5,224,3.01871E+17,GALAXY,0.04589036,268,51633,471
1.23765E+18,149.4445347,0.672813411,18.64608,17.47845,17.08418,16.80785,16.69329,756,301,5,224,3.01869E+17,GALAXY,0.04660738,268,51633,466
1.23765E+18,149.4941242,0.651716963,16.53435,15.47481,15.23696,15.18382,15.18978,756,301,5,225,3.21117E+18,STAR,-0.000105037,2852,54468,362
1.23765E+18,149.503857,0.812624113,19.18925,17.88123,17.36583,17.1487,17.05414,756,301,5,225,3.21118E+18,STAR,0.000530157,2852,54468,411
1.23765E+18,149.4987595,0.74899612,19.54759,18.41264,17.68268,17.19128,16.93256,756,301,5,225,3.01869E+17,GALAXY,0.09232026,268,51633,465
1.23765E+18,149.6100808,0.707335108,17.80391,16.8331,16.48503,16.36592,16.32392,756,301,5,226,3.21118E+18,STAR,0.000191432,2852,54468,404
1.23765E+18,149.6272785,0.811745989,18.98957,17.70487,17.24421,17.08215,17.03495,756,301,5,226,3.21118E+18,STAR,0.000512111,2852,54468,402
1.23765E+18,149.6750644,0.70195268,18.80823,16.74486,15.95617,15.69001,15.64382,756,301,5,226,3.21118E+18,STAR,0.00016559,2852,54468,415
1.23765E+18,149.6103358,0.820673662,19.44738,18.25197,17.45022,16.99975,16.69337,756,301,5,226,3.01863E+17,GALAXY,0.1645564,268,51633,443
1.23765E+18,149.6377506,0.733833555,19.53203,17.60638,16.65381,16.24956,15.89169,756,301,5,226,5.62985E+17,GALAXY,0.08092319,500,51994,129
1.23765E+18,149.6474397,0.742781238,17.63663,16.28748,15.64153,15.17439,14.92754,756,301,5,226,3.01876E+17,GALAXY,0.06482466,268,51633,489
1.23765E+18,149.6666581,0.735909816,18.94143,17.0607,16.13137,15.71883,15.36007,756,301,5,226,3.01876E+17,GALAXY,0.08054834,268,51633,490
1.23765E+18,149.7076611,0.836726058,17.81488,16.59861,16.04849,15.76544,15.53537,756,301,5,226,3.01887E+17,GALAXY,0.0126812,268,51633,532
1.23765E+18,149.7232344,0.687529259,19.1329,17.13325,16.15341,15.72236,15.35541,756,301,5,226,3.01876E+17,GALAXY,0.0928099,268,51633,492
1.23765E+18,149.7491608,0.788594118,18.9718,18.89764,18.61786,18.35398,18.33456,756,301,5,227,3.01887E+17,QSO,0.2347056,268,51633,530
1.23765E+18,149.7659947,0.716160401,18.84768,17.87918,17.57353,17.48167,17.46061,756,301,5,227,3.21119E+18,STAR,0.000263605,2852,54468,460
1.23765E+18,149.8799051,0.671506266,19.29566,18.3678,18.10715,18.00104,17.97477,756,301,5,227,3.55112E+18,STAR,0.000420472,3154,54821,125
1.23765E+18,149.8942404,0.789686039,18.96046,17.75961,17.25602,17.02965,16.93123,756,301,5,228,3.22808E+18,STAR,0.000627168,2867,54479,459
1.23765E+18,149.926582,0.718758373,16.93848,15.97975,15.60315,15.45981,15.42104,756,301,5,228,3.21119E+18,STAR,0.0004735,2852,54468,452
1.23765E+18,149.9451021,0.821858664,18.54575,18.05117,17.93194,17.90385,17.72795,756,301,5,228,4.31122E+18,QSO,2.246912,3829,55300,546
1.23765E+18,149.965963,0.829486772,16.62093,15.47051,15.03033,14.86889,14.80043,756,301,5,228,5.62964E+17,STAR,7.91E-05,500,51994,50
1.23765E+18,149.9830894,0.695399844,17.67011,16.5407,16.42785,16.43107,16.47197,756,301,5,228,3.21119E+18,STAR,0.000296202,2852,54468,453
1.23765E+18,150.0285114,0.675595193,17.51899,16.40863,16.03106,15.89517,15.85712,756,301,5,228,3.21119E+18,STAR,0.000223974,2852,54468,441
1.23765E+18,150.0350817,0.786577701,17.73428,16.18792,15.62838,15.44455,15.35221,756,301,5,228,3.21119E+18,STAR,3.34E-05,2852,54468,448
1.23765E+18,149.8950105,0.663003178,19.55245,17.65573,16.74277,16.33365,16.03064,756,301,5,228,3.01881E+17,GALAXY,0.09246444,268,51633,510
1.23765E+18,149.9501649,0.780141388,19.23363,17.90659,17.24327,16.81857,16.55905,756,301,5,228,3.01897E+17,GALAXY,0.08773066,268,51633,568
1.23765E+18,149.997146,0.63823862,17.83496,16.87284,16.7028,16.55527,16.52109,756,301,5,228,5.62962E+17,GALAXY,0.03291777,500,51994,42
1.23765E+18,150.090453,0.789891285,17.5747,15.97031,15.27952,14.98009,14.81903,756,301,5,229,3.21121E+18,STAR,0.000687848,2852,54468,528
1.23765E+18,150.1015243,0.70459092,16.81395,14.94518,14.10857,13.67011,13.35343,756,301,5,229,3.0189E+17,GALAXY,0.03337267,268,51633,541
1.23765E+18,150.0531001,0.774197989,18.9105,17.7229,17.20259,16.85278,16.66089,756,301,5,229,3.01909E+17,GALAXY,0.06198409,268,51633,611
1.23765E+18,150.129778,0.758960665,18.56104,17.53645,17.07382,16.78525,16.58965,756,301,5,229,3.0189E+17,GALAXY,0.03323909,268,51633,543
1.23765E+18,150.2813137,0.692642909,16.35073,15.35995,15.01567,14.90746,14.86011,756,301,5,230,3.21121E+18,STAR,0.00017325,2852,54468,533
1.23765E+18,150.2833179,0.671441725,17.29158,15.90465,15.32949,15.10475,14.97798,756,301,5,230,3.21121E+18,STAR,0.000143202,2852,54468,522
1.23765E+18,150.2863527,0.65321155,18.7979,18.02737,18.31275,18.53136,18.71214,756,301,5,230,5.64145E+17,STAR,0.000775674,501,52235,253
1.23765E+18,150.2870014,0.723575258,18.2723,16.99652,16.4546,16.25206,16.13253,756,301,5,230,3.55111E+18,STAR,7.10E-05,3154,54821,90
1.23765E+18,150.1935631,0.782649321,19.37966,17.56221,16.58413,16.1223,15.74132,756,301,5,230,3.01911E+17,GALAXY,0.09769482,268,51633,617
1.23765E+18,150.3472347,0.677826126,19.24026,18.23225,17.77187,17.5875,17.49429,756,301,5,231,3.2281E+18,STAR,-0.000416965,2867,54479,531
1.23765E+18,150.4679502,0.743059194,18.30546,16.89872,16.38768,16.23111,16.15907,756,301,5,231,3.21122E+18,STAR,3.49E-05,2852,54468,566
1.23765E+18,150.4773365,0.757209223,18.64959,18.46266,18.2726,18.26273,18.22733,756,301,5,231,3.02971E+17,QSO,1.356151,269,51910,379
1.23765E+18,150.356005,0.833230735,17.52646,16.17804,15.54106,15.19984,14.93983,756,301,5,231,3.0297E+17,GALAXY,0.04603692,269,51910,373
1.23765E+18,150.4814479,0.683922372,19.38703,17.45047,16.46935,16.04977,15.70786,756,301,5,231,3.0297E+17,GALAXY,0.0943981,269,51910,375
1.23765E+18,150.4950933,0.715260939,18.75125,17.1993,16.43418,16.02136,15.69959,756,301,5,232,3.02981E+17,GALAXY,0.06251442,269,51910,415
1.23765E+18,150.5170367,0.68754196,18.36183,16.70275,15.91689,15.53099,15.20737,756,301,5,232,3.0297E+17,GALAXY,0.04514595,269,51910,374
1.23765E+18,150.5931982,0.82296515,18.74416,17.6835,17.21182,16.87042,16.65485,756,301,5,232,3.02969E+17,GALAXY,0.08082879,269,51910,370
1.23765E+18,150.6183443,0.801196652,18.65824,17.23792,16.5906,16.22745,15.97965,756,301,5,232,3.02979E+17,GALAXY,0.04461014,269,51910,407
1.23765E+18,150.619317,0.707562428,19.56289,18.26608,17.84215,17.70825,17.64697,756,301,5,232,3.5511E+18,STAR,0.000331335,3154,54821,44
1.23765E+18,221.0403213,-0.769965921,19.17008,17.98394,17.49202,17.36273,17.21504,752,301,2,518,3.30347E+18,STAR,0.000324773,2934,54626,294
1.23765E+18,221.1438987,-0.639381104,18.89581,17.95963,17.65378,17.52514,17.47813,752,301,2,518,3.27533E+18,STAR,0.000174565,2909,54653,300
1.23765E+18,221.1972615,-0.761412086,17.85688,16.69466,16.21217,15.98475,15.87092,752,301,2,519,3.27532E+18,STAR,-8.52E-05,2909,54653,287
1.23765E+18,221.3053593,-0.640110724,18.98342,18.00282,17.62617,17.47908,17.44161,752,301,2,519,3.27532E+18,STAR,5.92E-05,2909,54653,290
1.23765E+18,221.3086319,-0.669229575,18.31471,16.91171,16.36316,16.13785,16.01802,752,301,2,519,3.30346E+18,STAR,-9.93E-05,2934,54626,245
1.23765E+18,221.311392,-0.739079446,18.62208,17.53827,17.10352,16.90455,16.81065,752,301,2,519,3.27531E+18,STAR,-0.000167929,2909,54653,255
1.23765E+18,221.29405,-0.767106958,19.27016,18.04679,17.73352,17.5003,17.3456,752,301,2,519,3.4684E+17,GALAXY,0.057581,308,51662,228
1.23765E+18,221.3397755,-0.724059056,15.25289,14.09157,14.10196,14.13617,14.21219,752,301,2,520,3.27531E+18,STAR,0.000628064,2909,54653,250
1.23765E+18,221.3888749,-0.766389389,16.39194,15.30595,14.84423,14.62113,14.53207,752,301,2,520,3.27531E+18,STAR,-2.99E-05,2909,54653,259
1.23765E+18,221.3961964,-0.661843869,17.64212,16.60551,16.25631,16.11248,16.06944,752,301,2,520,3.27531E+18,STAR,5.68E-05,2909,54653,249
1.23765E+18,221.4505565,-0.687502768,16.18371,14.89835,14.43352,14.27647,14.20581,752,301,2,520,3.27531E+18,STAR,3.50E-05,2909,54653,246
1.23765E+18,221.4606292,-0.672574932,16.81189,15.50709,14.94685,14.73445,14.63479,752,301,2,520,3.27531E+18,STAR,-0.000262336,2909,54653,251
1.23765E+18,221.4848784,-0.71789643,18.48094,17.4971,17.23294,17.11411,17.08033,752,301,2,520,3.27531E+18,STAR,0.000216334,2909,54653,245
1.23765E+18,221.5795237,-0.807674663,19.58178,19.38549,18.96262,18.89281,19.007,752,301,2,521,3.46829E+17,QSO,1.253967,308,51662,190
1.23765E+18,221.5306823,-0.714083437,19.44731,18.26182,17.68406,17.52182,17.41239,752,301,2,521,3.27531E+18,STAR,0.000111864,2909,54653,256
1.23765E+18,221.6266962,-0.676815568,19.4544,19.22053,19.45738,19.68995,19.98681,752,301,2,521,4.52841E+18,STAR,3.69E-05,4022,55352,143
1.23765E+18,221.6320927,-0.657102364,18.35685,17.22307,16.87101,16.74634,16.73746,752,301,2,521,3.2753E+18,STAR,-0.000159822,2909,54653,216
1.23765E+18,221.638048,-0.763229696,17.88523,16.86954,16.53892,16.38565,16.37475,752,301,2,522,3.2753E+18,STAR,0.000403611,2909,54653,212
1.23765E+18,221.67183,-0.804042839,18.3779,17.17435,16.64076,16.38787,16.26763,752,301,2,522,3.30345E+18,STAR,-0.000522098,2934,54626,215
1.23765E+18,221.7782865,-0.669936609,18.54447,17.38389,16.89496,16.69031,16.61099,752,301,2,522,3.2753E+18,STAR,0.000378326,2909,54653,208
1.23765E+18,221.6907956,-0.789032723,19.55703,18.55324,18.20629,18.05135,18.01414,752,301,2,522,3.30345E+18,STAR,-0.000135722,2934,54626,202
1.23765E+18,221.8639355,-0.768870376,16.45845,15.33852,14.92975,14.78057,14.75899,752,301,2,523,3.27528E+18,STAR,7.48E-05,2909,54653,134
1.23765E+18,221.8924618,-0.804980194,19.4262,18.48191,18.19081,18.08875,18.09982,752,301,2,523,3.30343E+18,STAR,-0.000174251,2934,54626,136
1.23765E+18,221.9699981,-0.80784221,17.63213,16.59753,16.29598,16.20835,16.20682,752,301,2,524,3.27528E+18,STAR,7.01E-06,2909,54653,133
1.23765E+18,222.0174183,-0.777282429,19.12406,18.11736,17.76807,17.61104,17.61171,752,301,2,524,3.46818E+17,STAR,-0.000195645,308,51662,147
1.23765E+18,222.0336307,-0.798857651,18.82805,18.41525,18.27707,18.28645,18.41676,752,301,2,524,1.03598E+18,STAR,0.002164544,920,52411,569
1.23765E+18,222.0402157,-0.693270743,18.47245,17.56302,17.28034,17.07619,17.07636,752,301,2,524,3.46817E+17,GALAXY,0.02752549,308,51662,146
1.23765E+18,222.0607153,-0.636857663,17.30823,15.94786,15.33878,15.05462,14.90043,752,301,2,524,3.27528E+18,STAR,-6.25E-05,2909,54653,136
1.23765E+18,221.9755784,-0.646933501,18.80107,17.52694,16.82115,16.43711,16.17496,752,301,2,524,3.46824E+17,GALAXY,0.1236318,308,51662,171
1.23765E+18,221.9392088,-0.67532252,19.45549,18.12969,17.58354,17.25052,17.12075,752,301,2,524,3.46826E+17,GALAXY,0.04259245,308,51662,177
1.23765E+18,222.0882802,-0.79386132,18.64551,17.2639,16.71594,16.52033,16.46658,752,301,2,525,3.27528E+18,STAR,-5.92E-05,2909,54653,138
1.23765E+18,222.1885511,-0.754506399,18.81612,17.60544,17.53247,17.53665,17.54837,752,301,2,525,3.27528E+18,STAR,0.000187557,2909,54653,132
1.23765E+18,222.0893192,-0.807537997,17.64022,16.23676,15.5232,15.12436,14.83496,752,301,2,525,3.46819E+17,GALAXY,0.05622832,308,51662,151
1.23765E+18,222.2350247,-0.727207617,17.68816,16.49591,16.0479,15.77757,15.6716,752,301,2,525,3.4682E+17,GALAXY,0.02807129,308,51662,155
1.23765E+18,222.2547907,-0.728646475,16.20074,15.13957,14.76857,14.61744,14.60793,752,301,2,526,3.27528E+18,STAR,0.000258596,2909,54653,140
1.23765E+18,222.2880717,-0.675076333,19.00202,17.89616,17.40905,17.21403,17.13171,752,301,2,526,3.27527E+18,STAR,-0.000147527,2909,54653,83
1.23765E+18,222.3720584,-0.664201077,18.73584,17.81726,17.53567,17.42954,17.39905,752,301,2,526,3.27527E+18,STAR,-0.000284742,2909,54653,93
1.23765E+18,222.3752934,-0.79392441,19.1705,17.89283,17.36927,17.17852,17.10362,752,301,2,526,3.27527E+18,STAR,1.26E-05,2909,54653,94
1.23765E+18,222.3770454,-0.796213297,18.04553,17.8954,17.49722,17.31695,17.10259,752,301,2,526,3.46789E+17,QSO,0.2524521,308,51662,43
1.23765E+18,222.254196,-0.64771412,18.24559,16.31879,15.41882,14.99515,14.6718,752,301,2,526,3.46817E+17,GALAXY,0.04239626,308,51662,143
1.23765E+18,222.2964822,-0.701890488,18.43146,17.35771,16.93609,16.66774,16.50429,752,301,2,526,3.46794E+17,GALAXY,0.04342113,308,51662,60
1.23765E+18,222.3186168,-0.711253987,18.05845,16.49823,15.67133,15.20829,14.84876,752,301,2,526,3.46791E+17,GALAXY,0.04312468,308,51662,49
1.23765E+18,222.4012319,-0.7547664,17.11534,15.62917,15.10883,14.94216,14.90336,752,301,2,527,3.27527E+18,STAR,-0.000105978,2909,54653,100
1.23765E+18,222.4699117,-0.743767334,19.28009,19.1936,18.675,18.82373,18.9629,752,301,2,527,3.47991E+17,QSO,1.269727,309,51994,319
1.23765E+18,222.5000851,-0.819662855,18.11256,15.82885,14.88259,14.55694,14.37965,752,301,2,527,3.27527E+18,STAR,7.76E-06,2909,54653,84
1.23765E+18,222.492494,-0.631352098,18.81567,17.67527,17.37858,17.19994,17.13654,752,301,2,527,3.46807E+17,GALAXY,0.02639611,308,51662,107
1.23765E+18,222.523206,-0.751504308,19.51659,17.36695,16.49344,16.20822,16.0688,752,301,2,527,3.30342E+18,STAR,-0.000208668,2934,54626,93
1.23765E+18,222.5473108,-0.643758744,18.79657,17.84799,17.50525,17.36282,17.31601,752,301,2,528,3.27527E+18,STAR,2.65E-05,2909,54653,98
1.23765E+18,222.5935056,-0.830740168,18.11956,16.65604,16.08204,15.85513,15.74187,752,301,2,528,3.27526E+18,STAR,0.000272407,2909,54653,60
1.23765E+18,222.6248294,-0.799313905,17.18316,15.72914,15.18958,15.01534,14.95768,752,301,2,528,3.27526E+18,STAR,5.61E-06,2909,54653,59
1.23765E+18,27.07593046,13.16672399,19.4709,18.40165,18.11839,18.00243,18.04496,1035,301,2,141,2.13811E+18,STAR,-0.000642916,1899,53262,83
1.23765E+18,27.12173181,13.1521108,19.01507,16.98213,16.0214,15.58422,15.25278,1035,301,2,141,4.83037E+17,GALAXY,0.06857721,429,51820,95
1.23765E+18,27.14153984,13.2448514,19.21281,17.83798,17.35493,17.12924,16.9836,1035,301,2,141,4.8304E+17,GALAXY,0.02674934,429,51820,106
1.23765E+18,27.20859528,13.18185082,16.935,15.98206,15.66549,15.54042,15.52301,1035,301,2,142,2.13697E+18,STAR,-0.000536312,1898,53260,53
1.23765E+18,27.21395274,13.15351767,16.16797,14.93307,14.52384,14.3819,14.38085,1035,301,2,142,2.1381E+18,STAR,-9.05E-05,1899,53262,48
1.23765E+18,27.25026256,13.21111361,15.90291,13.91836,13.04076,12.58004,12.26262,1035,301,2,142,4.83039E+17,GALAXY,0.01680718,429,51820,101
1.23765E+18,27.16115107,13.19650835,19.39021,17.91475,17.2928,17.00362,16.88318,1035,301,2,142,2.13697E+18,STAR,-3.45E-05,1898,53260,56
1.23765E+18,27.24093901,13.13953215,19.26038,17.18957,16.19066,15.74128,15.39874,1035,301,2,142,4.83037E+17,GALAXY,0.072992,429,51820,93
1.23765E+18,27.27992042,13.09416424,17.30565,15.91546,15.17687,14.74405,14.45178,1035,301,2,142,4.83026E+17,GALAXY,0.08675644,429,51820,54
1.23765E+18,27.30387621,13.09549445,19.08241,17.88649,17.41494,17.07597,16.99082,1035,301,2,142,4.83027E+17,GALAXY,0.08642244,429,51820,58
1.23765E+18,27.34247078,13.22746574,18.59365,16.29432,15.37293,15.03503,14.87713,1035,301,2,143,2.13696E+18,STAR,5.02E-05,1898,53260,13
1.23765E+18,27.33138776,13.25373884,19.26713,17.34803,16.48267,16.10507,15.88465,1035,301,2,143,2.13696E+18,STAR,8.06E-05,1898,53260,3
1.23765E+18,27.38969217,13.23336364,17.6331,15.82372,14.98295,14.56457,14.25138,1035,301,2,143,4.8421E+17,GALAXY,0.01666071,430,51877,265
1.23765E+18,27.40089203,13.25730067,19.52493,17.85254,17.07162,16.74068,16.57125,1035,301,2,143,2.13696E+18,STAR,-8.46E-06,1898,53260,4
1.23765E+18,27.42367855,13.09715662,19.06009,17.7753,17.25101,16.96607,16.8053,1035,301,2,143,4.83013E+17,GALAXY,0.03366366,429,51820,8
1.23765E+18,27.39665127,13.09692682,19.55597,18.20932,17.58859,17.24043,17.04868,1035,301,2,143,4.84216E+17,GALAXY,0.07197808,430,51877,288
1.23765E+18,27.46517329,13.1607006,19.48781,18.16699,17.69562,17.41868,17.33327,1035,301,2,143,4.84218E+17,GALAXY,0.033752,430,51877,296
1.23765E+18,27.47547419,13.12666218,19.00817,17.13766,16.36818,15.99174,15.71176,1035,301,2,144,4.84219E+17,GALAXY,0.01703279,430,51877,298
1.23765E+18,27.50668864,13.18689939,18.67163,17.08031,16.47814,16.24794,16.15788,1035,301,2,144,2.13696E+18,STAR,0.00013874,1898,53260,12
1.23765E+18,27.52584194,13.20721456,18.82664,17.6987,17.23429,17.06229,17.00586,1035,301,2,144,4.83029E+17,STAR,-0.000464798,429,51820,66
1.23765E+18,27.6183344,13.14956714,18.53755,18.09614,17.8128,17.4552,17.51681,1035,301,2,144,4.83014E+17,GALAXY,0.1466694,429,51820,11
1.23765E+18,27.52986058,13.11040498,18.86759,16.83333,15.8003,15.32594,14.92564,1035,301,2,144,4.84218E+17,GALAXY,0.08630315,430,51877,293
1.23765E+18,27.6439431,13.20212582,17.32309,15.74169,15.11927,14.8847,14.79028,1035,301,2,145,2.13696E+18,STAR,1.09E-05,1898,53260,20
1.23765E+18,27.65369604,13.11023274,18.09939,16.74408,16.09936,15.77511,15.53867,1035,301,2,145,4.84218E+17,GALAXY,0.01648774,430,51877,294
1.23765E+18,27.67430762,13.11735278,19.03131,16.72446,15.743,15.37883,15.16737,1035,301,2,145,2.13696E+18,STAR,-1.49E-05,1898,53260,9
1.23765E+18,27.67112768,13.08353433,18.68441,17.1789,16.56902,16.32543,16.19421,1035,301,2,145,2.13696E+18,STAR,-0.000135647,1898,53260,11
1.23765E+18,27.73126321,13.1658244,17.98846,15.86682,15.04677,14.75433,14.61336,1035,301,2,145,2.13696E+18,STAR,-5.29E-05,1898,53260,10
1.23765E+18,27.73374672,13.06097323,18.97714,17.2117,16.46486,16.14002,15.94933,1035,301,2,145,3.50613E+18,STAR,0.000206821,3114,54773,281
1.23765E+18,27.68909513,13.25179342,19.31125,18.27632,17.74969,17.52389,17.41257,1035,301,2,145,3.50614E+18,STAR,-0.000518804,3114,54773,304
1.23765E+18,27.72150627,13.12554964,18.91068,17.11577,16.13284,15.65561,15.28317,1035,301,2,145,4.83016E+17,GALAXY,0.08615506,429,51820,18
1.23765E+18,27.84278699,13.06034876,17.47784,15.67863,14.80796,14.31856,13.97397,1035,301,2,146,4.83012E+17,GALAXY,0.06415677,429,51820,2
